312.121, 129.490, 3.236,  3.620 False
312.013, 129.490, 3.267,  3.653 False
311.903, 129.490, 3.297,  3.686 False
311.792, 129.490, 3.328,  3.719 False
311.681, 129.490, 3.359,  3.752 False
311.568, 129.490, 3.389,  3.785 False
311.454, 129.490, 3.419,  3.818 False
311.339, 129.490, 3.450,  3.851 False
311.224, 129.490, 3.480,  3.884 False
311.107, 129.490, 3.510,  3.917 False
310.989, 129.490, 3.540,  3.950 False
310.871, 129.490, 3.569,  3.983 False
310.751, 129.490, 3.599,  4.016 False
310.630, 129.490, 3.629,  4.049 False
310.508, 129.490, 3.658,  4.082 False
310.386, 129.490, 3.688,  4.115 False
310.262, 129.490, 3.717,  4.148 False
310.137, 129.490, 3.747,  4.181 False
310.012, 129.490, 3.776,  4.214 False
309.885, 129.490, 3.805,  4.247 False
309.758, 129.490, 3.834,  4.280 False
309.629, 129.490, 3.863,  4.313 False
309.500, 129.490, 3.893,  4.346 False
309.369, 129.490, 3.922,  4.379 False
309.238, 129.490, 3.951,  4.412 False
309.105, 129.490, 3.980,  4.445 False
308.972, 129.490, 4.009,  4.478 False
308.837, 129.490, 4.039,  4.511 False
308.702, 129.490, 4.068,  4.544 False
308.566, 129.490, 4.098,  4.577 False
308.428, 129.491, 4.128,  4.610 False
308.290, 129.491, 4.158,  4.643 False
308.151, 129.491, 4.188,  4.676 False
308.010, 129.491, 4.218,  4.709 False
307.869, 129.491, 4.248,  4.742 False
307.727, 129.491, 4.278,  4.775 False
307.583, 129.491, 4.308,  4.808 False
307.439, 129.491, 4.338,  4.841 False
307.294, 129.491, 4.368,  4.874 False
307.147, 129.491, 4.397,  4.907 False
307.000, 129.491, 4.427,  4.940 False
306.852, 129.491, 4.456,  4.973 False
306.702, 129.491, 4.485,  5.006 False
306.552, 129.491, 4.515,  5.039 False
306.401, 129.491, 4.544,  5.072 False
306.249, 129.491, 4.574,  5.105 False
306.095, 129.491, 4.603,  5.138 False
305.941, 129.491, 4.633,  5.171 False
305.786, 129.491, 4.662,  5.204 False
305.630, 129.491, 4.692,  5.237 False
305.473, 129.491, 4.722,  5.270 False
305.315, 129.491, 4.752,  5.303 False
305.156, 129.491, 4.782,  5.336 False
304.995, 129.491, 4.811,  5.369 False
304.834, 129.491, 4.841,  5.402 False
304.672, 129.491, 4.870,  5.435 False
304.509, 129.491, 4.900,  5.468 False
304.345, 129.491, 4.929,  5.501 False
304.180, 129.491, 4.959,  5.534 False
304.014, 129.491, 4.988,  5.567 False
303.847, 129.491, 5.017,  5.600 False
303.679, 129.491, 5.046,  5.633 False
303.510, 129.494, 5.071,  5.666 False
303.340, 129.498, 5.099,  5.699 False
303.170, 129.503, 5.126,  5.732 False
302.999, 129.508, 5.147,  5.765 False
302.827, 129.514, 5.150,  5.798 False
302.656, 129.520, 5.141,  5.831 False
302.485, 129.526, 5.135,  5.864 False
302.314, 129.533, 5.135,  5.897 False
302.143, 129.539, 5.142,  5.930 False
301.972, 129.547, 5.158,  5.963 False
301.799, 129.554, 5.183,  5.996 False
301.626, 129.562, 5.217,  6.029 False
301.451, 129.571, 5.259,  6.062 False
301.274, 129.580, 5.311,  6.095 False
301.096, 129.590, 5.369,  6.128 False
300.915, 129.602, 5.434,  6.161 False
300.733, 129.614, 5.502,  6.194 False
300.547, 129.627, 5.573,  6.227 False
300.360, 129.640, 5.642,  6.260 False
300.171, 129.653, 5.706,  6.293 False
299.979, 129.666, 5.763,  6.326 False
299.786, 129.680, 5.812,  6.359 False
299.592, 129.693, 5.851,  6.392 False
299.397, 129.707, 5.881,  6.425 False
299.201, 129.722, 5.905,  6.458 False
299.004, 129.737, 5.922,  6.491 False
298.807, 129.752, 5.935,  6.524 False
298.610, 129.767, 5.945,  6.557 False
298.413, 129.783, 5.952,  6.590 False
298.215, 129.799, 5.960,  6.623 False
298.017, 129.815, 5.967,  6.656 False
297.819, 129.832, 5.976,  6.689 False
297.620, 129.849, 5.987,  6.722 False
297.421, 129.866, 6.002,  6.755 False
297.221, 129.884, 6.020,  6.788 False
297.021, 129.901, 6.043,  6.821 False
296.820, 129.919, 6.070,  6.854 False
296.617, 129.937, 6.102,  6.887 False
296.414, 129.955, 6.137,  6.920 False
296.209, 129.973, 6.177,  6.953 False
296.003, 129.992, 6.220,  6.986 False
295.795, 130.012, 6.266,  7.019 False
295.586, 130.031, 6.312,  7.052 False
295.375, 130.051, 6.360,  7.085 False
295.162, 130.071, 6.406,  7.118 False
294.949, 130.092, 6.451,  7.151 False
294.733, 130.113, 6.492,  7.184 False
294.517, 130.134, 6.530,  7.217 False
294.299, 130.155, 6.563,  7.250 False
294.081, 130.177, 6.592,  7.283 False
293.862, 130.198, 6.616,  7.316 False
293.642, 130.220, 6.637,  7.349 False
293.421, 130.242, 6.656,  7.382 False
293.200, 130.263, 6.673,  7.415 False
292.979, 130.285, 6.688,  7.448 False
292.757, 130.308, 6.705,  7.481 False
292.534, 130.330, 6.723,  7.514 False
292.311, 130.353, 6.742,  7.547 False
292.087, 130.375, 6.764,  7.580 False
291.862, 130.398, 6.789,  7.613 False
291.636, 130.421, 6.817,  7.646 False
291.409, 130.445, 6.848,  7.679 False
291.181, 130.468, 6.881,  7.712 False
290.952, 130.491, 6.917,  7.745 False
290.721, 130.514, 6.955,  7.778 False
290.490, 130.538, 6.993,  7.811 False
290.257, 130.562, 7.031,  7.844 False
290.023, 130.585, 7.069,  7.877 False
289.787, 130.609, 7.105,  7.910 False
289.551, 130.633, 7.140,  7.943 False
289.313, 130.657, 7.172,  7.976 False
289.074, 130.681, 7.203,  8.009 False
288.835, 130.706, 7.231,  8.042 False
288.594, 130.730, 7.258,  8.075 False
288.353, 130.754, 7.283,  8.108 False
288.111, 130.779, 7.307,  8.141 False
287.868, 130.803, 7.330,  8.174 False
287.625, 130.827, 7.353,  8.207 False
287.380, 130.851, 7.376,  8.240 False
287.135, 130.875, 7.400,  8.273 False
286.889, 130.898, 7.424,  8.306 False
286.642, 130.921, 7.450,  8.339 False
286.394, 130.943, 7.477,  8.372 False
286.145, 130.964, 7.507,  8.405 False
285.895, 130.986, 7.537,  8.438 False
285.643, 131.006, 7.568,  8.471 False
285.391, 131.027, 7.600,  8.504 False
285.138, 131.047, 7.632,  8.537 False
284.883, 131.066, 7.665,  8.570 False
284.628, 131.085, 7.697,  8.603 False
284.371, 131.104, 7.729,  8.636 False
284.113, 131.122, 7.761,  8.669 False
283.854, 131.140, 7.792,  8.702 False
283.594, 131.157, 7.823,  8.735 False
283.333, 131.174, 7.852,  8.768 False
283.071, 131.191, 7.882,  8.801 False
282.808, 131.206, 7.909,  8.834 False
282.544, 131.220, 7.937,  8.867 False
282.280, 131.235, 7.965,  8.900 False
282.014, 131.249, 7.992,  8.933 False
281.747, 131.262, 8.019,  8.966 False
281.479, 131.274, 8.047,  8.999 False
281.211, 131.285, 8.074,  9.032 False
280.941, 131.296, 8.102,  9.065 False
280.671, 131.306, 8.129,  9.098 False
280.399, 131.316, 8.154,  9.131 False
280.127, 131.324, 8.176,  9.164 False
279.854, 131.332, 8.194,  9.197 False
279.581, 131.339, 8.209,  9.230 False
279.307, 131.346, 8.219,  9.263 False
279.033, 131.351, 8.225,  9.296 False
278.759, 131.356, 8.226,  9.329 False
278.486, 131.361, 8.224,  9.362 False
278.212, 131.365, 8.219,  9.395 False
277.938, 131.368, 8.212,  9.428 False
277.665, 131.371, 8.203,  9.461 False
277.392, 131.373, 8.193,  9.494 False
277.119, 131.374, 8.184,  9.527 False
276.847, 131.375, 8.175,  9.560 False
276.575, 131.375, 8.167,  9.593 False
276.303, 131.375, 8.162,  9.626 False
276.031, 131.374, 8.158,  9.659 False
275.759, 131.373, 8.157,  9.692 False
275.487, 131.370, 8.157,  9.725 False
275.215, 131.368, 8.160,  9.758 False
274.943, 131.365, 8.164,  9.791 False
274.671, 131.362, 8.169,  9.824 False
274.399, 131.358, 8.175,  9.857 False
274.126, 131.354, 8.182,  9.890 False
273.853, 131.350, 8.188,  9.923 False
273.580, 131.345, 8.194,  9.956 False
273.307, 131.339, 8.200,  9.989 False
273.033, 131.333, 8.204, 10.022 False
272.760, 131.327, 8.208, 10.055 False
272.486, 131.320, 8.210, 10.088 False
272.213, 131.313, 8.211, 10.121 False
271.939, 131.305, 8.212, 10.154 False
271.666, 131.297, 8.211, 10.187 False
271.392, 131.288, 8.210, 10.220 False
271.119, 131.279, 8.209, 10.253 False
270.845, 131.269, 8.207, 10.286 False
270.572, 131.259, 8.205, 10.319 False
270.299, 131.248, 8.203, 10.352 False
270.026, 131.237, 8.201, 10.385 False
269.753, 131.226, 8.200, 10.418 False
269.480, 131.214, 8.199, 10.451 False
269.207, 131.202, 8.199, 10.484 False
268.933, 131.191, 8.200, 10.517 False
268.660, 131.179, 8.201, 10.550 False
268.387, 131.166, 8.202, 10.583 False
268.114, 131.154, 8.204, 10.616 False
267.841, 131.141, 8.206, 10.649 False
267.568, 131.129, 8.208, 10.682 False
267.294, 131.116, 8.210, 10.715 False
267.021, 131.103, 8.212, 10.748 False
266.747, 131.089, 8.214, 10.781 False
266.474, 131.076, 8.216, 10.814 False
266.200, 131.062, 8.218, 10.847 False
265.926, 131.048, 8.219, 10.880 False
265.653, 131.035, 8.220, 10.913 False
265.379, 131.021, 8.221, 10.946 False
265.106, 131.007, 8.221, 10.979 False
264.832, 130.992, 8.222, 11.012 False
264.558, 130.978, 8.222, 11.045 False
264.285, 130.964, 8.222, 11.078 False
264.011, 130.950, 8.222, 11.111 False
263.737, 130.935, 8.222, 11.144 False
263.464, 130.920, 8.222, 11.177 False
263.190, 130.906, 8.222, 11.210 False
262.916, 130.891, 8.222, 11.243 False
262.643, 130.876, 8.223, 11.276 False
262.369, 130.861, 8.223, 11.309 False
262.095, 130.846, 8.224, 11.342 False
261.821, 130.831, 8.225, 11.375 False
261.548, 130.816, 8.226, 11.408 False
261.274, 130.802, 8.227, 11.441 False
261.000, 130.787, 8.228, 11.474 False
260.726, 130.771, 8.229, 11.507 False
260.452, 130.756, 8.230, 11.540 False
260.178, 130.741, 8.231, 11.573 False
259.904, 130.726, 8.232, 11.606 False
259.630, 130.711, 8.232, 11.639 False
259.356, 130.696, 8.233, 11.672 False
259.082, 130.681, 8.234, 11.705 False
258.808, 130.666, 8.235, 11.738 False
258.534, 130.650, 8.235, 11.771 False
258.260, 130.635, 8.236, 11.804 False
257.986, 130.620, 8.236, 11.837 False
257.712, 130.605, 8.237, 11.870 False
257.438, 130.590, 8.237, 11.903 False
257.163, 130.575, 8.238, 11.936 False
256.889, 130.560, 8.238, 11.969 False
256.615, 130.546, 8.239, 12.002 False
256.341, 130.531, 8.239, 12.035 False
256.066, 130.516, 8.240, 12.068 False
255.792, 130.501, 8.240, 12.101 False
255.518, 130.486, 8.241, 12.134 False
255.244, 130.472, 8.241, 12.167 False
254.969, 130.457, 8.242, 12.200 False
254.695, 130.443, 8.243, 12.233 False
254.421, 130.428, 8.243, 12.266 False
254.146, 130.414, 8.244, 12.299 False
253.872, 130.399, 8.244, 12.332 False
253.597, 130.385, 8.245, 12.365 False
253.323, 130.371, 8.246, 12.398 False
253.048, 130.357, 8.246, 12.431 False
252.774, 130.343, 8.247, 12.464 False
252.499, 130.329, 8.248, 12.497 False
252.225, 130.315, 8.248, 12.530 False
251.950, 130.301, 8.249, 12.563 False
251.675, 130.287, 8.249, 12.596 False
251.401, 130.274, 8.250, 12.629 False
251.126, 130.260, 8.250, 12.662 False
250.851, 130.247, 8.251, 12.695 False
250.577, 130.233, 8.251, 12.728 False
250.302, 130.220, 8.252, 12.761 False
250.027, 130.207, 8.252, 12.794 False
249.752, 130.194, 8.253, 12.827 False
249.477, 130.181, 8.253, 12.860 False
249.203, 130.168, 8.254, 12.893 False
248.928, 130.155, 8.254, 12.926 False
248.653, 130.143, 8.255, 12.959 False
248.378, 130.130, 8.255, 12.992 False
248.103, 130.118, 8.256, 13.025 False
247.828, 130.106, 8.256, 13.058 False
247.553, 130.093, 8.257, 13.091 False
247.278, 130.081, 8.257, 13.124 False
247.003, 130.069, 8.258, 13.157 False
246.728, 130.058, 8.258, 13.190 False
246.453, 130.046, 8.259, 13.223 False
246.178, 130.034, 8.259, 13.256 False
245.903, 130.023, 8.260, 13.289 False
245.628, 130.011, 8.260, 13.322 False
245.353, 130.000, 8.261, 13.355 False
245.078, 129.989, 8.261, 13.388 False
244.803, 129.978, 8.262, 13.421 False
244.527, 129.967, 8.262, 13.454 False
244.252, 129.956, 8.262, 13.487 False
243.977, 129.946, 8.263, 13.520 False
243.702, 129.935, 8.263, 13.553 False
243.426, 129.925, 8.264, 13.586 False
243.151, 129.915, 8.264, 13.619 False
242.876, 129.904, 8.265, 13.652 False
242.601, 129.894, 8.265, 13.685 False
242.325, 129.884, 8.266, 13.718 False
242.050, 129.875, 8.266, 13.751 False
241.775, 129.865, 8.266, 13.784 False
241.499, 129.855, 8.267, 13.817 False
241.224, 129.846, 8.267, 13.850 False
240.948, 129.837, 8.268, 13.883 False
240.673, 129.827, 8.268, 13.916 False
240.397, 129.818, 8.269, 13.949 False
240.122, 129.809, 8.269, 13.982 False
239.846, 129.800, 8.269, 14.015 False
239.571, 129.792, 8.270, 14.048 False
239.295, 129.783, 8.270, 14.081 False
239.020, 129.775, 8.271, 14.114 False
238.744, 129.766, 8.271, 14.147 False
238.469, 129.758, 8.271, 14.180 False
238.193, 129.750, 8.272, 14.213 False
237.917, 129.742, 8.272, 14.246 False
237.642, 129.734, 8.273, 14.279 False
237.366, 129.726, 8.273, 14.312 False
237.090, 129.719, 8.273, 14.345 False
236.815, 129.711, 8.274, 14.378 False
236.539, 129.704, 8.274, 14.411 False
236.263, 129.696, 8.274, 14.444 False
235.988, 129.689, 8.275, 14.477 False
235.712, 129.682, 8.275, 14.510 False
235.436, 129.675, 8.276, 14.543 False
235.160, 129.668, 8.276, 14.576 False
234.885, 129.661, 8.276, 14.609 False
234.609, 129.655, 8.277, 14.642 False
234.333, 129.648, 8.277, 14.675 False
234.057, 129.642, 8.277, 14.708 False
233.781, 129.636, 8.278, 14.741 False
233.505, 129.629, 8.278, 14.774 False
233.229, 129.623, 8.278, 14.807 False
232.954, 129.617, 8.279, 14.840 False
232.678, 129.611, 8.279, 14.873 False
232.402, 129.606, 8.279, 14.906 False
232.126, 129.600, 8.280, 14.939 False
231.850, 129.594, 8.280, 14.972 False
231.574, 129.589, 8.281, 15.005 False
231.298, 129.583, 8.281, 15.038 False
231.022, 129.578, 8.281, 15.071 False
230.746, 129.573, 8.282, 15.104 False
230.470, 129.568, 8.282, 15.137 False
230.194, 129.563, 8.282, 15.170 False
229.918, 129.558, 8.283, 15.203 False
229.642, 129.553, 8.283, 15.236 False
229.366, 129.549, 8.283, 15.269 False
229.090, 129.544, 8.283, 15.302 False
228.814, 129.539, 8.284, 15.335 False
228.538, 129.535, 8.284, 15.368 False
228.261, 129.531, 8.284, 15.401 False
227.985, 129.527, 8.285, 15.434 False
227.709, 129.522, 8.285, 15.467 False
227.433, 129.518, 8.285, 15.500 False
227.157, 129.514, 8.286, 15.533 False
226.881, 129.510, 8.286, 15.566 False
226.605, 129.507, 8.286, 15.599 False
226.328, 129.503, 8.287, 15.632 False
226.052, 129.499, 8.287, 15.665 False
225.776, 129.496, 8.287, 15.698 False
225.500, 129.492, 8.287, 15.731 False
225.223, 129.489, 8.288, 15.764 False
224.947, 129.486, 8.288, 15.797 False
224.671, 129.483, 8.288, 15.830 False
224.395, 129.479, 8.289, 15.863 False
224.118, 129.476, 8.289, 15.896 False
223.842, 129.473, 8.289, 15.929 False
223.566, 129.470, 8.289, 15.962 False
223.289, 129.468, 8.290, 15.995 False
223.013, 129.465, 8.290, 16.028 False
222.737, 129.462, 8.290, 16.061 False
222.461, 129.460, 8.291, 16.094 False
222.184, 129.457, 8.291, 16.127 False
221.908, 129.455, 8.291, 16.160 False
221.631, 129.452, 8.291, 16.193 False
221.355, 129.450, 8.292, 16.226 False
221.079, 129.447, 8.292, 16.259 False
220.802, 129.445, 8.292, 16.292 False
220.526, 129.443, 8.292, 16.325 False
220.249, 129.441, 8.293, 16.358 False
219.973, 129.439, 8.293, 16.391 False
219.697, 129.437, 8.293, 16.424 False
219.420, 129.435, 8.293, 16.457 False
219.144, 129.433, 8.294, 16.490 False
218.867, 129.432, 8.294, 16.523 False
218.591, 129.430, 8.294, 16.556 False
218.314, 129.428, 8.294, 16.589 False
218.038, 129.427, 8.295, 16.622 False
217.761, 129.425, 8.295, 16.655 False
217.485, 129.424, 8.295, 16.688 False
217.208, 129.422, 8.295, 16.721 False
216.932, 129.421, 8.296, 16.754 False
216.655, 129.419, 8.296, 16.787 False
216.379, 129.418, 8.296, 16.820 False
216.102, 129.417, 8.296, 16.853 False
215.826, 129.416, 8.297, 16.886 False
215.549, 129.415, 8.297, 16.919 False
215.273, 129.413, 8.297, 16.952 False
214.996, 129.412, 8.297, 16.985 False
214.719, 129.411, 8.298, 17.018 False
214.443, 129.411, 8.298, 17.051 False
214.166, 129.410, 8.298, 17.084 False
213.890, 129.409, 8.298, 17.117 False
213.613, 129.408, 8.298, 17.150 False
213.336, 129.407, 8.299, 17.183 False
213.060, 129.406, 8.299, 17.216 False
212.783, 129.406, 8.299, 17.249 False
212.506, 129.405, 8.299, 17.282 False
212.230, 129.405, 8.300, 17.315 False
211.953, 129.404, 8.300, 17.348 False
211.676, 129.404, 8.300, 17.381 False
211.400, 129.403, 8.300, 17.414 False
211.123, 129.403, 8.300, 17.447 False
210.846, 129.402, 8.301, 17.480 False
210.570, 129.402, 8.301, 17.513 False
210.293, 129.401, 8.301, 17.546 False
210.016, 129.401, 8.301, 17.579 False
209.740, 129.401, 8.301, 17.612 False
209.463, 129.401, 8.302, 17.645 False
209.186, 129.400, 8.302, 17.678 False
208.909, 129.400, 8.302, 17.711 False
208.633, 129.400, 8.302, 17.744 False
208.356, 129.400, 8.302, 17.777 False
208.079, 129.400, 8.303, 17.810 False
207.802, 129.400, 8.303, 17.843 False
207.526, 129.400, 8.303, 17.876 False
207.249, 129.400, 8.303, 17.909 False
206.972, 129.400, 8.303, 17.942 False
206.695, 129.400, 8.304, 17.975 False
206.419, 129.400, 8.304, 18.008 False
206.142, 129.400, 8.304, 18.041 False
205.865, 129.400, 8.304, 18.074 False
205.588, 129.400, 8.304, 18.107 False
205.311, 129.401, 8.305, 18.140 False
205.034, 129.401, 8.305, 18.173 False
204.758, 129.401, 8.305, 18.206 False
204.481, 129.401, 8.305, 18.239 False
204.204, 129.401, 8.305, 18.272 False
203.927, 129.402, 8.305, 18.305 False
203.650, 129.402, 8.306, 18.338 False
203.373, 129.402, 8.306, 18.371 False
203.097, 129.403, 8.306, 18.404 False
202.820, 129.403, 8.306, 18.437 False
202.543, 129.403, 8.306, 18.470 False
202.266, 129.404, 8.306, 18.503 False
201.989, 129.404, 8.307, 18.536 False
201.712, 129.405, 8.307, 18.569 False
201.435, 129.405, 8.307, 18.602 False
201.158, 129.405, 8.307, 18.635 False
200.881, 129.406, 8.307, 18.668 False
200.605, 129.406, 8.307, 18.701 False
200.328, 129.407, 8.308, 18.734 False
200.051, 129.407, 8.308, 18.767 False
199.774, 129.408, 8.308, 18.800 False
199.497, 129.408, 8.308, 18.833 False
199.220, 129.409, 8.308, 18.866 False
198.943, 129.409, 8.308, 18.899 False
198.666, 129.410, 8.309, 18.932 False
198.389, 129.411, 8.309, 18.965 False
198.112, 129.411, 8.309, 18.998 False
197.835, 129.412, 8.309, 19.031 False
197.558, 129.412, 8.309, 19.064 False
197.281, 129.413, 8.309, 19.097 False
197.004, 129.414, 8.310, 19.130 False
196.727, 129.414, 8.310, 19.163 False
196.450, 129.415, 8.310, 19.196 False
196.173, 129.415, 8.310, 19.229 False
195.896, 129.416, 8.310, 19.262 False
195.619, 129.417, 8.310, 19.295 False
195.342, 129.417, 8.310, 19.328 False
195.065, 129.418, 8.311, 19.361 False
194.788, 129.419, 8.311, 19.394 False
194.511, 129.419, 8.311, 19.427 False
194.234, 129.420, 8.311, 19.460 False
193.957, 129.421, 8.311, 19.493 False
193.680, 129.422, 8.311, 19.526 False
193.403, 129.422, 8.311, 19.559 False
193.126, 129.423, 8.312, 19.592 False
192.849, 129.424, 8.312, 19.625 False
192.572, 129.424, 8.312, 19.658 False
192.295, 129.425, 8.312, 19.691 False
192.018, 129.426, 8.312, 19.724 False
191.741, 129.426, 8.312, 19.757 False
191.463, 129.427, 8.312, 19.790 False
191.186, 129.428, 8.312, 19.823 False
190.909, 129.429, 8.313, 19.856 False
190.632, 129.429, 8.313, 19.889 False
190.355, 129.430, 8.313, 19.922 False
190.078, 129.431, 8.313, 19.955 False
189.801, 129.432, 8.313, 19.988 False
189.524, 129.432, 8.313, 20.021 False
189.247, 129.433, 8.313, 20.054 False
188.970, 129.434, 8.314, 20.087 False
188.692, 129.434, 8.314, 20.120 False
188.415, 129.435, 8.314, 20.153 False
188.138, 129.436, 8.314, 20.186 False
187.861, 129.437, 8.314, 20.219 False
187.584, 129.437, 8.314, 20.252 False
187.307, 129.438, 8.314, 20.285 False
187.030, 129.439, 8.314, 20.318 False
186.753, 129.439, 8.314, 20.351 False
186.475, 129.440, 8.315, 20.384 False
186.198, 129.441, 8.315, 20.417 False
185.921, 129.442, 8.315, 20.450 False
185.644, 129.442, 8.315, 20.483 False
185.367, 129.443, 8.315, 20.516 False
185.090, 129.444, 8.315, 20.549 False
184.812, 129.444, 8.315, 20.582 False
184.535, 129.445, 8.315, 20.615 False
184.258, 129.446, 8.316, 20.648 False
183.981, 129.447, 8.316, 20.681 False
183.704, 129.447, 8.316, 20.714 False
183.426, 129.448, 8.316, 20.747 False
183.149, 129.449, 8.316, 20.780 False
182.872, 129.449, 8.316, 20.813 False
182.595, 129.450, 8.316, 20.846 False
182.318, 129.451, 8.316, 20.879 False
182.040, 129.451, 8.316, 20.912 False
181.763, 129.452, 8.317, 20.945 False
181.486, 129.453, 8.317, 20.978 False
181.209, 129.453, 8.317, 21.011 False
180.932, 129.454, 8.317, 21.044 False
180.654, 129.455, 8.317, 21.077 False
180.377, 129.455, 8.317, 21.110 False
180.100, 129.456, 8.317, 21.143 False
179.823, 129.456, 8.317, 21.176 False
179.545, 129.457, 8.317, 21.209 False
179.268, 129.458, 8.317, 21.242 False
178.991, 129.458, 8.318, 21.275 False
178.714, 129.459, 8.318, 21.308 False
178.436, 129.459, 8.318, 21.341 False
178.159, 129.460, 8.318, 21.374 False
177.882, 129.461, 8.318, 21.407 False
177.605, 129.461, 8.318, 21.440 False
177.327, 129.462, 8.318, 21.473 False
177.050, 129.462, 8.318, 21.506 False
176.773, 129.463, 8.318, 21.539 False
176.496, 129.464, 8.318, 21.572 False
176.218, 129.464, 8.319, 21.605 False
175.941, 129.465, 8.319, 21.638 False
175.664, 129.465, 8.319, 21.671 False
175.386, 129.466, 8.319, 21.704 False
175.109, 129.466, 8.319, 21.737 False
174.832, 129.467, 8.319, 21.770 False
174.554, 129.467, 8.319, 21.803 False
174.277, 129.468, 8.319, 21.836 False
174.000, 129.468, 8.319, 21.869 False
173.723, 129.469, 8.319, 21.902 False
173.445, 129.469, 8.319, 21.935 False
