-182.670, 78.322, 1.575,  1.765
-182.648, 78.274, 1.573,  1.798
-182.626, 78.227, 1.572,  1.831
-182.605, 78.179, 1.572,  1.864
-182.584, 78.131, 1.573,  1.897
-182.563, 78.083, 1.575,  1.930
-182.543, 78.034, 1.579,  1.963
-182.522, 77.985, 1.583,  1.996
-182.502, 77.936, 1.589,  2.029
-182.483, 77.887, 1.595,  2.062
-182.463, 77.837, 1.602,  2.095
-182.444, 77.787, 1.609,  2.128
-182.425, 77.737, 1.617,  2.161
-182.406, 77.686, 1.624,  2.194
-182.388, 77.635, 1.632,  2.227
-182.370, 77.583, 1.639,  2.260
-182.352, 77.531, 1.647,  2.293
-182.334, 77.479, 1.654,  2.326
-182.316, 77.426, 1.660,  2.359
-182.299, 77.374, 1.667,  2.392
-182.282, 77.320, 1.673,  2.425
-182.265, 77.267, 1.679,  2.458
-182.248, 77.213, 1.685,  2.491
-182.232, 77.159, 1.690,  2.524
-182.215, 77.105, 1.696,  2.557
-182.199, 77.050, 1.701,  2.590
-182.184, 76.996, 1.707,  2.623
-182.168, 76.940, 1.712,  2.656
-182.153, 76.885, 1.718,  2.689
-182.137, 76.830, 1.724,  2.722
-182.122, 76.774, 1.729,  2.755
-182.108, 76.718, 1.735,  2.788
-182.093, 76.661, 1.741,  2.821
-182.079, 76.605, 1.747,  2.854
-182.065, 76.548, 1.753,  2.887
-182.051, 76.491, 1.760,  2.920
-182.037, 76.433, 1.766,  2.953
-182.023, 76.375, 1.772,  2.986
-182.010, 76.317, 1.779,  3.019
-181.997, 76.259, 1.785,  3.052
-181.984, 76.201, 1.792,  3.085
-181.971, 76.142, 1.798,  3.118
-181.958, 76.083, 1.804,  3.151
-181.946, 76.024, 1.811,  3.184
-181.934, 75.964, 1.817,  3.217
-181.921, 75.904, 1.824,  3.250
-181.910, 75.844, 1.830,  3.283
-181.898, 75.784, 1.837,  3.316
-181.886, 75.724, 1.843,  3.349
-181.875, 75.663, 1.849,  3.382
-181.864, 75.602, 1.856,  3.415
-181.853, 75.540, 1.862,  3.448
-181.842, 75.479, 1.869,  3.481
-181.831, 75.417, 1.875,  3.514
-181.821, 75.355, 1.882,  3.547
-181.811, 75.293, 1.888,  3.580
-181.801, 75.230, 1.895,  3.613
-181.791, 75.168, 1.902,  3.646
-181.781, 75.105, 1.908,  3.679
-181.771, 75.041, 1.915,  3.712
-181.762, 74.978, 1.922,  3.745
-181.752, 74.914, 1.928,  3.778
-181.743, 74.850, 1.935,  3.811
-181.734, 74.786, 1.942,  3.844
-181.725, 74.721, 1.949,  3.877
-181.717, 74.657, 1.955,  3.910
-181.708, 74.592, 1.962,  3.943
-181.700, 74.526, 1.969,  3.976
-181.691, 74.461, 1.976,  4.009
-181.683, 74.395, 1.983,  4.042
-181.675, 74.329, 1.989,  4.075
-181.668, 74.263, 1.996,  4.108
-181.660, 74.197, 2.003,  4.141
-181.652, 74.130, 2.010,  4.174
-181.645, 74.063, 2.017,  4.207
-181.638, 73.996, 2.024,  4.240
-181.631, 73.928, 2.031,  4.273
-181.624, 73.861, 2.038,  4.306
-181.617, 73.793, 2.045,  4.339
-181.610, 73.725, 2.052,  4.372
-181.603, 73.656, 2.059,  4.405
-181.597, 73.587, 2.066,  4.438
-181.591, 73.519, 2.073,  4.471
-181.584, 73.449, 2.081,  4.504
-181.578, 73.380, 2.088,  4.537
-181.572, 73.310, 2.095,  4.570
-181.567, 73.240, 2.102,  4.603
-181.561, 73.170, 2.109,  4.636
-181.555, 73.100, 2.117,  4.669
-181.550, 73.029, 2.124,  4.702
-181.544, 72.958, 2.131,  4.735
-181.539, 72.887, 2.138,  4.768
-181.534, 72.816, 2.146,  4.801
-181.529, 72.744, 2.153,  4.834
-181.524, 72.672, 2.160,  4.867
-181.519, 72.600, 2.168,  4.900
-181.514, 72.528, 2.175,  4.933
-181.510, 72.455, 2.183,  4.966
-181.505, 72.382, 2.190,  4.999
-181.501, 72.309, 2.198,  5.032
-181.496, 72.236, 2.205,  5.065
-181.492, 72.162, 2.213,  5.098
-181.488, 72.088, 2.220,  5.131
-181.484, 72.014, 2.228,  5.164
-181.480, 71.940, 2.235,  5.197
-181.476, 71.865, 2.243,  5.230
-181.472, 71.790, 2.250,  5.263
-181.468, 71.715, 2.258,  5.296
-181.465, 71.639, 2.266,  5.329
-181.461, 71.564, 2.273,  5.362
-181.458, 71.488, 2.281,  5.395
-181.454, 71.411, 2.289,  5.428
-181.451, 71.335, 2.296,  5.461
-181.448, 71.258, 2.304,  5.494
-181.445, 71.181, 2.312,  5.527
-181.442, 71.104, 2.320,  5.560
-181.439, 71.026, 2.328,  5.593
-181.436, 70.949, 2.335,  5.626
-181.433, 70.871, 2.343,  5.659
-181.430, 70.792, 2.351,  5.692
-181.428, 70.714, 2.359,  5.725
-181.425, 70.635, 2.367,  5.758
-181.422, 70.556, 2.375,  5.791
-181.420, 70.476, 2.383,  5.824
-181.418, 70.397, 2.391,  5.857
-181.415, 70.317, 2.399,  5.890
-181.413, 70.237, 2.408,  5.923
-181.411, 70.156, 2.416,  5.956
-181.409, 70.075, 2.424,  5.989
-181.406, 69.994, 2.432,  6.022
-181.404, 69.913, 2.440,  6.055
-181.402, 69.832, 2.448,  6.088
-181.401, 69.750, 2.457,  6.121
-181.399, 69.668, 2.465,  6.154
-181.397, 69.585, 2.473,  6.187
-181.395, 69.503, 2.481,  6.220
-181.393, 69.420, 2.489,  6.253
-181.392, 69.337, 2.498,  6.286
-181.390, 69.253, 2.506,  6.319
-181.389, 69.169, 2.515,  6.352
-181.387, 69.085, 2.523,  6.385
-181.386, 69.001, 2.531,  6.418
-181.384, 68.916, 2.540,  6.451
-181.383, 68.831, 2.548,  6.484
-181.382, 68.746, 2.557,  6.517
-181.380, 68.661, 2.566,  6.550
-181.379, 68.575, 2.574,  6.583
-181.378, 68.489, 2.583,  6.616
-181.377, 68.403, 2.591,  6.649
-181.376, 68.316, 2.600,  6.682
-181.375, 68.229, 2.609,  6.715
-181.374, 68.142, 2.618,  6.748
-181.373, 68.055, 2.626,  6.781
-181.372, 67.967, 2.635,  6.814
-181.371, 67.879, 2.644,  6.847
-181.370, 67.790, 2.653,  6.880
-181.369, 67.702, 2.661,  6.913
-181.369, 67.613, 2.670,  6.946
-181.368, 67.524, 2.679,  6.979
-181.367, 67.434, 2.688,  7.012
-181.366, 67.344, 2.697,  7.045
-181.366, 67.254, 2.706,  7.078
-181.365, 67.164, 2.715,  7.111
-181.364, 67.073, 2.725,  7.144
-181.364, 66.982, 2.734,  7.177
-181.363, 66.890, 2.743,  7.210
-181.363, 66.799, 2.752,  7.243
-181.362, 66.707, 2.761,  7.276
-181.362, 66.615, 2.771,  7.309
-181.361, 66.522, 2.780,  7.342
-181.361, 66.429, 2.789,  7.375
-181.361, 66.336, 2.799,  7.408
-181.360, 66.242, 2.808,  7.441
-181.360, 66.148, 2.817,  7.474
-181.360, 66.054, 2.827,  7.507
-181.359, 65.960, 2.836,  7.540
-181.359, 65.865, 2.846,  7.573
-181.359, 65.770, 2.855,  7.606
-181.359, 65.674, 2.865,  7.639
-181.359, 65.579, 2.875,  7.672
-181.358, 65.483, 2.884,  7.705
-181.358, 65.386, 2.894,  7.738
-181.358, 65.290, 2.903,  7.771
-181.358, 65.193, 2.913,  7.804
-181.358, 65.095, 2.923,  7.837
-181.358, 64.997, 2.933,  7.870
-181.358, 64.899, 2.942,  7.903
-181.358, 64.801, 2.952,  7.936
-181.358, 64.702, 2.962,  7.969
-181.358, 64.604, 2.972,  8.002
-181.358, 64.504, 2.982,  8.035
-181.358, 64.405, 2.992,  8.068
-181.358, 64.305, 3.002,  8.101
-181.358, 64.204, 3.012,  8.134
-181.358, 64.104, 3.022,  8.167
-181.358, 64.003, 3.033,  8.200
-181.358, 63.901, 3.043,  8.233
-181.358, 63.799, 3.053,  8.266
-181.358, 63.697, 3.063,  8.299
-181.358, 63.595, 3.073,  8.332
-181.358, 63.492, 3.084,  8.365
-181.358, 63.389, 3.094,  8.398
-181.358, 63.286, 3.104,  8.431
-181.359, 63.182, 3.115,  8.464
-181.359, 63.078, 3.125,  8.497
-181.359, 62.974, 3.136,  8.530
-181.359, 62.869, 3.146,  8.563
-181.359, 62.764, 3.157,  8.596
-181.360, 62.658, 3.167,  8.629
-181.360, 62.552, 3.178,  8.662
-181.360, 62.446, 3.188,  8.695
-181.360, 62.340, 3.199,  8.728
-181.360, 62.233, 3.210,  8.761
-181.361, 62.125, 3.220,  8.794
-181.361, 62.018, 3.231,  8.827
-181.361, 61.910, 3.242,  8.860
-181.361, 61.802, 3.253,  8.893
-181.362, 61.693, 3.264,  8.926
-181.362, 61.584, 3.275,  8.959
-181.362, 61.474, 3.286,  8.992
-181.362, 61.365, 3.297,  9.025
-181.363, 61.254, 3.308,  9.058
-181.363, 61.144, 3.319,  9.091
-181.363, 61.033, 3.330,  9.124
-181.364, 60.922, 3.341,  9.157
-181.364, 60.810, 3.352,  9.190
-181.364, 60.698, 3.364,  9.223
-181.364, 60.586, 3.375,  9.256
-181.365, 60.473, 3.386,  9.289
-181.365, 60.360, 3.397,  9.322
-181.365, 60.246, 3.409,  9.355
-181.366, 60.132, 3.420,  9.388
-181.366, 60.018, 3.431,  9.421
-181.366, 59.903, 3.443,  9.454
-181.367, 59.788, 3.454,  9.487
-181.367, 59.673, 3.466,  9.520
-181.367, 59.557, 3.478,  9.553
-181.368, 59.441, 3.489,  9.586
-181.368, 59.324, 3.501,  9.619
-181.368, 59.207, 3.513,  9.652
-181.369, 59.090, 3.524,  9.685
-181.369, 58.972, 3.536,  9.718
-181.369, 58.854, 3.548,  9.751
-181.370, 58.735, 3.560,  9.784
-181.370, 58.616, 3.572,  9.817
-181.370, 58.497, 3.584,  9.850
-181.371, 58.377, 3.596,  9.883
-181.371, 58.257, 3.608,  9.916
-181.371, 58.136, 3.620,  9.949
-181.372, 58.015, 3.632,  9.982
-181.372, 57.894, 3.645, 10.015
-181.372, 57.772, 3.657, 10.048
-181.373, 57.650, 3.669, 10.081
-181.373, 57.527, 3.681, 10.114
-181.373, 57.404, 3.693, 10.147
-181.374, 57.281, 3.706, 10.180
-181.374, 57.157, 3.718, 10.213
-181.374, 57.033, 3.730, 10.246
-181.375, 56.908, 3.743, 10.279
-181.375, 56.783, 3.755, 10.312
-181.375, 56.658, 3.768, 10.345
-181.376, 56.532, 3.780, 10.378
-181.376, 56.405, 3.793, 10.411
-181.376, 56.279, 3.806, 10.444
-181.376, 56.151, 3.818, 10.477
-181.377, 56.024, 3.831, 10.510
-181.377, 55.896, 3.844, 10.543
-181.377, 55.767, 3.857, 10.576
-181.378, 55.638, 3.870, 10.609
-181.378, 55.509, 3.883, 10.642
-181.378, 55.379, 3.896, 10.675
-181.379, 55.249, 3.909, 10.708
-181.379, 55.119, 3.922, 10.741
-181.379, 54.987, 3.935, 10.774
-181.380, 54.856, 3.948, 10.807
-181.380, 54.724, 3.961, 10.840
-181.380, 54.592, 3.974, 10.873
-181.380, 54.459, 3.987, 10.906
-181.381, 54.326, 4.000, 10.939
-181.381, 54.192, 4.013, 10.972
-181.381, 54.058, 4.026, 11.005
-181.382, 53.923, 4.039, 11.038
-181.382, 53.788, 4.052, 11.071
-181.382, 53.653, 4.065, 11.104
-181.382, 53.517, 4.078, 11.137
-181.383, 53.381, 4.092, 11.170
-181.383, 53.244, 4.105, 11.203
-181.383, 53.107, 4.118, 11.236
-181.383, 52.969, 4.132, 11.269
-181.384, 52.831, 4.146, 11.302
-181.384, 52.693, 4.159, 11.335
-181.384, 52.554, 4.173, 11.368
-181.385, 52.414, 4.187, 11.401
-181.385, 52.275, 4.200, 11.434
-181.385, 52.134, 4.214, 11.467
-181.385, 51.993, 4.228, 11.500
-181.385, 51.852, 4.242, 11.533
-181.386, 51.710, 4.256, 11.566
-181.386, 51.568, 4.270, 11.599
-181.386, 51.425, 4.284, 11.632
-181.386, 51.282, 4.298, 11.665
-181.387, 51.139, 4.312, 11.698
-181.387, 50.995, 4.326, 11.731
-181.387, 50.850, 4.341, 11.764
-181.387, 50.705, 4.355, 11.797
-181.387, 50.559, 4.369, 11.830
-181.388, 50.413, 4.383, 11.863
-181.388, 50.267, 4.398, 11.896
-181.388, 50.120, 4.412, 11.929
-181.388, 49.972, 4.427, 11.962
-181.388, 49.825, 4.441, 11.995
-181.389, 49.676, 4.456, 12.028
-181.389, 49.527, 4.471, 12.061
-181.389, 49.378, 4.485, 12.094
-181.389, 49.228, 4.500, 12.127
-181.389, 49.078, 4.515, 12.160
-181.390, 48.927, 4.530, 12.193
-181.390, 48.775, 4.544, 12.226
-181.390, 48.624, 4.559, 12.259
-181.390, 48.471, 4.574, 12.292
-181.390, 48.318, 4.589, 12.325
-181.390, 48.165, 4.605, 12.358
-181.390, 48.011, 4.620, 12.391
-181.391, 47.857, 4.635, 12.424
-181.391, 47.702, 4.650, 12.457
-181.391, 47.546, 4.666, 12.490
-181.391, 47.390, 4.681, 12.523
-181.391, 47.234, 4.696, 12.556
-181.391, 47.077, 4.712, 12.589
-181.391, 46.920, 4.728, 12.622
-181.392, 46.762, 4.743, 12.655
-181.392, 46.603, 4.759, 12.688
-181.392, 46.444, 4.774, 12.721
-181.392, 46.285, 4.790, 12.754
-181.392, 46.125, 4.806, 12.787
-181.392, 45.964, 4.822, 12.820
-181.392, 45.803, 4.838, 12.853
-181.392, 45.641, 4.853, 12.886
-181.392, 45.479, 4.869, 12.919
-181.393, 45.316, 4.885, 12.952
-181.393, 45.153, 4.902, 12.985
-181.393, 44.989, 4.918, 13.018
-181.393, 44.825, 4.934, 13.051
-181.393, 44.660, 4.950, 13.084
-181.393, 44.495, 4.967, 13.117
-181.393, 44.329, 4.983, 13.150
-181.393, 44.162, 5.000, 13.183
-181.393, 43.995, 5.016, 13.216
-181.393, 43.827, 5.033, 13.249
-181.393, 43.659, 5.049, 13.282
-181.393, 43.490, 5.066, 13.315
-181.393, 43.321, 5.083, 13.348
-181.393, 43.151, 5.099, 13.381
-181.393, 42.981, 5.115, 13.414
-181.394, 42.810, 5.122, 13.447
-181.394, 42.640, 5.108, 13.480
-181.394, 42.471, 5.091, 13.513
-181.394, 42.301, 5.080, 13.546
-181.394, 42.132, 5.074, 13.579
-181.394, 41.963, 5.074, 13.612
-181.394, 41.794, 5.081, 13.645
-181.394, 41.624, 5.095, 13.678
-181.394, 41.454, 5.116, 13.711
-181.394, 41.283, 5.144, 13.744
-181.394, 41.110, 5.178, 13.777
-181.394, 40.936, 5.217, 13.810
-181.394, 40.761, 5.259, 13.843
-181.394, 40.584, 5.304, 13.876
-181.394, 40.406, 5.349, 13.909
-181.394, 40.227, 5.393, 13.942
-181.394, 40.046, 5.435, 13.975
-181.394, 39.863, 5.472, 14.008
-181.394, 39.680, 5.505, 14.041
-181.394, 39.496, 5.533, 14.074
-181.394, 39.311, 5.556, 14.107
-181.394, 39.125, 5.575, 14.140
-181.394, 38.939, 5.589, 14.173
-181.394, 38.753, 5.599, 14.206
-181.394, 38.566, 5.607, 14.239
-181.393, 38.379, 5.613, 14.272
-181.393, 38.192, 5.617, 14.305
-181.393, 38.005, 5.621, 14.338
-181.393, 37.818, 5.625, 14.371
-181.393, 37.631, 5.630, 14.404
-181.393, 37.443, 5.637, 14.437
-181.393, 37.255, 5.646, 14.470
-181.393, 37.066, 5.657, 14.503
-181.393, 36.878, 5.671, 14.536
-181.393, 36.688, 5.688, 14.569
-181.393, 36.498, 5.707, 14.602
-181.393, 36.307, 5.729, 14.635
-181.393, 36.116, 5.753, 14.668
-181.393, 35.923, 5.779, 14.701
-181.393, 35.730, 5.807, 14.734
-181.392, 35.535, 5.836, 14.767
-181.392, 35.340, 5.864, 14.800
-181.392, 35.144, 5.893, 14.833
-181.392, 34.947, 5.921, 14.866
-181.392, 34.749, 5.948, 14.899
-181.392, 34.550, 5.974, 14.932
-181.392, 34.350, 5.998, 14.965
-181.392, 34.150, 6.020, 14.998
-181.392, 33.948, 6.040, 15.031
-181.391, 33.747, 6.059, 15.064
-181.391, 33.544, 6.076, 15.097
-181.391, 33.342, 6.093, 15.130
-181.391, 33.138, 6.108, 15.163
-181.391, 32.934, 6.124, 15.196
-181.391, 32.730, 6.139, 15.229
-181.391, 32.525, 6.154, 15.262
-181.390, 32.320, 6.170, 15.295
-181.390, 32.114, 6.186, 15.328
-181.390, 31.907, 6.204, 15.361
-181.390, 31.700, 6.222, 15.394
-181.390, 31.492, 6.242, 15.427
-181.390, 31.284, 6.263, 15.460
-181.390, 31.074, 6.284, 15.493
-181.389, 30.864, 6.307, 15.526
-181.389, 30.653, 6.331, 15.559
-181.389, 30.442, 6.355, 15.592
-181.389, 30.229, 6.379, 15.625
-181.389, 30.016, 6.404, 15.658
-181.388, 29.802, 6.429, 15.691
-181.388, 29.587, 6.454, 15.724
-181.388, 29.372, 6.478, 15.757
-181.388, 29.155, 6.501, 15.790
-181.388, 28.938, 6.524, 15.823
-181.387, 28.720, 6.547, 15.856
-181.387, 28.501, 6.568, 15.889
-181.387, 28.282, 6.589, 15.922
-181.387, 28.062, 6.610, 15.955
-181.386, 27.841, 6.630, 15.988
-181.386, 27.619, 6.650, 16.021
-181.386, 27.397, 6.670, 16.054
-181.386, 27.175, 6.691, 16.087
-181.385, 26.951, 6.711, 16.120
-181.385, 26.727, 6.732, 16.153
-181.385, 26.502, 6.753, 16.186
-181.385, 26.277, 6.775, 16.219
-181.384, 26.050, 6.797, 16.252
-181.384, 25.823, 6.820, 16.285
-181.384, 25.595, 6.843, 16.318
-181.384, 25.367, 6.866, 16.351
-181.383, 25.137, 6.890, 16.384
-181.383, 24.907, 6.914, 16.417
-181.383, 24.676, 6.938, 16.450
-181.382, 24.444, 6.961, 16.483
-181.382, 24.211, 6.985, 16.516
-181.382, 23.978, 7.009, 16.549
-181.382, 23.744, 7.033, 16.582
-181.381, 23.509, 7.056, 16.615
-181.381, 23.273, 7.080, 16.648
-181.381, 23.037, 7.103, 16.681
-181.380, 22.799, 7.127, 16.714
-181.380, 22.561, 7.150, 16.747
-181.380, 22.322, 7.173, 16.780
-181.379, 22.083, 7.197, 16.813
-181.379, 21.842, 7.220, 16.846
-181.379, 21.601, 7.243, 16.879
-181.378, 21.359, 7.267, 16.912
-181.378, 21.116, 7.291, 16.945
-181.377, 20.873, 7.315, 16.978
-181.377, 20.628, 7.339, 17.011
-181.377, 20.383, 7.364, 17.044
-181.376, 20.137, 7.388, 17.077
-181.376, 19.890, 7.413, 17.110
-181.376, 19.642, 7.438, 17.143
-181.375, 19.394, 7.463, 17.176
-181.375, 19.144, 7.488, 17.209
-181.374, 18.894, 7.513, 17.242
-181.374, 18.643, 7.538, 17.275
-181.373, 18.391, 7.563, 17.308
-181.373, 18.139, 7.588, 17.341
-181.373, 17.885, 7.613, 17.374
-181.372, 17.631, 7.638, 17.407
-181.372, 17.375, 7.663, 17.440
-181.371, 17.119, 7.688, 17.473
-181.371, 16.862, 7.713, 17.506
-181.370, 16.605, 7.738, 17.539
-181.370, 16.346, 7.764, 17.572
-181.369, 16.087, 7.789, 17.605
-181.369, 15.826, 7.815, 17.638
-181.369, 15.565, 7.841, 17.671
-181.368, 15.303, 7.867, 17.704
-181.368, 15.040, 7.893, 17.737
-181.367, 14.777, 7.919, 17.770
-181.367, 14.512, 7.945, 17.803
-181.366, 14.246, 7.972, 17.836
-181.366, 13.980, 7.998, 17.869
-181.365, 13.713, 8.025, 17.902
-181.365, 13.445, 8.052, 17.935
-181.364, 13.175, 8.079, 17.968
-181.364, 12.905, 8.106, 18.001
-181.363, 12.635, 8.133, 18.034
-181.362, 12.363, 8.160, 18.067
-181.362, 12.090, 8.187, 18.100
-181.361, 11.816, 8.215, 18.133
-181.361, 11.542, 8.242, 18.166
-181.360, 11.267, 8.269, 18.199
-181.360, 10.990, 8.297, 18.232
-181.359, 10.713, 8.325, 18.265
-181.358, 10.435, 8.352, 18.298
-181.358, 10.156, 8.380, 18.331
-181.357, 9.876, 8.408, 18.364
-181.357, 9.595, 8.436, 18.397
-181.356, 9.313, 8.464, 18.430
-181.355, 9.030, 8.492, 18.463
-181.355, 8.746, 8.520, 18.496
-181.354, 8.461, 8.549, 18.529
-181.354, 8.176, 8.577, 18.562
-181.353, 7.889, 8.606, 18.595
-181.352, 7.601, 8.634, 18.628
-181.352, 7.313, 8.663, 18.661
-181.351, 7.023, 8.692, 18.694
-181.350, 6.733, 8.721, 18.727
-181.350, 6.442, 8.750, 18.760
-181.349, 6.149, 8.779, 18.793
-181.348, 5.856, 8.808, 18.826
-181.347, 5.561, 8.837, 18.859
-181.347, 5.266, 8.867, 18.892
-181.346, 4.970, 8.896, 18.925
-181.345, 4.673, 8.926, 18.958
-181.345, 4.374, 8.956, 18.991
-181.344, 4.075, 8.986, 19.024
-181.343, 3.775, 9.016, 19.057
-181.342, 3.473, 9.046, 19.090
-181.342, 3.171, 9.076, 19.123
-181.341, 2.868, 9.106, 19.156
-181.340, 2.563, 9.136, 19.189
-181.339, 2.258, 9.167, 19.222
-181.339, 1.952, 9.197, 19.255
-181.338, 1.644, 9.228, 19.288
-181.337, 1.336, 9.259, 19.321
-181.336, 1.027, 9.290, 19.354
-181.335, 0.716, 9.321, 19.387
-181.334, 0.405, 9.352, 19.420
-181.334, 0.092, 9.383, 19.453
-181.333, -0.221, 9.414, 19.486
-181.332, -0.536, 9.445, 19.519
-181.331, -0.852, 9.477, 19.552
-181.330, -1.168, 9.508, 19.585
-181.329, -1.486, 9.540, 19.618
-181.328, -1.805, 9.572, 19.651
-181.328, -2.125, 9.604, 19.684
-181.327, -2.446, 9.636, 19.717
-181.326, -2.768, 9.668, 19.750
-181.325, -3.091, 9.700, 19.783
-181.324, -3.415, 9.733, 19.816
-181.323, -3.740, 9.765, 19.849
-181.322, -4.066, 9.798, 19.882
-181.321, -4.394, 9.831, 19.915
-181.320, -4.722, 9.863, 19.948
-181.319, -5.052, 9.896, 19.981
-181.318, -5.383, 9.929, 20.014
-181.317, -5.714, 9.962, 20.047
-181.316, -6.047, 9.996, 20.080
-181.315, -6.381, 10.029, 20.113
-181.314, -6.717, 10.062, 20.146
-181.313, -7.053, 10.096, 20.179
-181.312, -7.390, 10.130, 20.212
-181.311, -7.729, 10.163, 20.245
-181.310, -8.068, 10.197, 20.278
-181.309, -8.409, 10.231, 20.311
-181.308, -8.751, 10.265, 20.344
-181.307, -9.094, 10.300, 20.377
-181.306, -9.438, 10.334, 20.410
-181.305, -9.784, 10.369, 20.443
-181.304, -10.130, 10.403, 20.476
-181.303, -10.478, 10.438, 20.509
-181.301, -10.827, 10.473, 20.542
-181.300, -11.177, 10.508, 20.575
-181.299, -11.528, 10.543, 20.608
-181.298, -11.880, 10.578, 20.641
-181.297, -12.234, 10.613, 20.674
-181.296, -12.588, 10.649, 20.707
-181.294, -12.944, 10.684, 20.740
-181.293, -13.301, 10.720, 20.773
-181.292, -13.659, 10.756, 20.806
-181.291, -14.019, 10.791, 20.839
-181.290, -14.379, 10.827, 20.872
-181.288, -14.741, 10.864, 20.905
-181.287, -15.104, 10.900, 20.938
-181.286, -15.469, 10.936, 20.971
-181.285, -15.834, 10.973, 21.004
-181.283, -16.201, 11.009, 21.037
-181.282, -16.569, 11.046, 21.070
-181.281, -16.938, 11.083, 21.103
-181.279, -17.308, 11.120, 21.136
-181.278, -17.680, 11.157, 21.169
-181.277, -18.053, 11.194, 21.202
-181.275, -18.427, 11.231, 21.235
-181.274, -18.802, 11.269, 21.268
-181.273, -19.179, 11.307, 21.301
-181.271, -19.556, 11.344, 21.334
-181.270, -19.935, 11.382, 21.367
-181.268, -20.316, 11.421, 21.400
-181.267, -20.698, 11.459, 21.433
-181.266, -21.080, 11.497, 21.466
-181.264, -21.465, 11.536, 21.499
-181.263, -21.850, 11.575, 21.532
-181.261, -22.237, 11.614, 21.565
-181.260, -22.625, 11.653, 21.598
-181.258, -23.015, 11.693, 21.631
-181.257, -23.405, 11.732, 21.664
-181.255, -23.797, 11.772, 21.697
-181.254, -24.191, 11.812, 21.730
-181.252, -24.586, 11.851, 21.763
-181.251, -24.982, 11.891, 21.796
-181.249, -25.379, 11.932, 21.829
-181.248, -25.778, 11.972, 21.862
-181.246, -26.178, 12.012, 21.895
-181.244, -26.579, 12.052, 21.928
-181.243, -26.982, 12.093, 21.961
-181.241, -27.386, 12.133, 21.994
-181.239, -27.792, 12.174, 22.027
-181.238, -28.198, 12.215, 22.060
-181.236, -28.607, 12.256, 22.093
-181.234, -29.016, 12.297, 22.126
-181.233, -29.427, 12.338, 22.159
-181.231, -29.840, 12.380, 22.192
-181.229, -30.253, 12.421, 22.225
-181.227, -30.668, 12.463, 22.258
-181.226, -31.085, 12.505, 22.291
-181.224, -31.503, 12.547, 22.324
-181.222, -31.922, 12.589, 22.357
-181.220, -32.343, 12.632, 22.390
-181.219, -32.765, 12.674, 22.423
-181.217, -33.188, 12.717, 22.456
-181.215, -33.613, 12.759, 22.489
-181.213, -34.040, 12.802, 22.522
-181.211, -34.468, 12.845, 22.555
-181.209, -34.897, 12.888, 22.588
-181.207, -35.328, 12.932, 22.621
-181.205, -35.760, 12.975, 22.654
-181.203, -36.193, 13.019, 22.687
-181.201, -36.629, 13.063, 22.720
-181.200, -37.065, 13.107, 22.753
-181.198, -37.503, 13.151, 22.786
-181.196, -37.943, 13.195, 22.819
-181.193, -38.384, 13.239, 22.852
-181.191, -38.826, 13.284, 22.885
-181.189, -39.270, 13.329, 22.918
-181.187, -39.715, 13.373, 22.951
-181.185, -40.162, 13.418, 22.984
-181.183, -40.611, 13.464, 23.017
-181.181, -41.061, 13.509, 23.050
